b'F', time+P2EB1:R2, state, temperature, alt, ram_diff, bno_x, bno_y, bno_z, high_x, high_y, high_z, gyro_x, gyro_y, gyro_z, , , ,
b'F',1828322,3,4.4,1583.028564,-35378.875,4.15,0.85,1.25,7.818853378,1.086925864,1.034332633,-2.5,6.0625,22.125,1.3,1.3,3.1,3.6
b'F',1828354,3,4.4,1582.561523,-37121.875,5.84,0.8,1.27,5.767719269,0.210372746,1.73557508,0.125,3,23.5625,1,1,3.1,3.6
b'F',1828392,3,4.4,1581.85376,-37121.875,5.76,-1.15,0.13,5.557346344,-0.648649275,0.981739461,4.75,-0.0625,21.9375,1,1,3.1,3.6
b'F',1828425,3,4.4,1581.230957,-35077.875,9.47,-1.93,0.49,6.959831238,-1.192112207,1.086925864,9,-2,18.25,1.3,1.3,3.1,3.6
b'F',1828455,3,4.4,1580.528076,-35077.875,12.42,-3.26,2.31,10.27320194,-2.279037952,1.998540998,17.8125,-7.5625,10.625,0.9,1,3.1,3.6
b'F',1828495,3,4.4,1579.900635,-35077.875,18.27,-6.04,2.31,12.67495728,-3.523743391,2.840031862,29.25,-15.1875,-0.3125,1,1,3.1,3.6
b'F',1828524,3,4.4,1579.43335,-37917.875,2.99,-0.28,-0.55,11.48284531,-3.138060093,2.612128258,41,-22.5625,-12,0.9,1,3.1,3.6
b'F',1828553,3,4.4,1578.730469,-37917.875,3.54,-0.74,0.28,5.715126038,-1.157050014,1.4901402,42.125,-25.3125,-13.625,1.3,1.3,3.1,3.6
b'F',1828591,3,4.4,1578.022705,-37917.875,3.52,-0.55,-0.22,4.803510666,-0.613587141,0.841490984,44.1875,-25.6875,-15.875,0.9,1,3.1,3.6
b'F',1828620,3,4.4,1577.414063,-36828.875,7.13,-0.44,0.07,5.382035732,-0.175310612,0.876553059,44.9375,-27.5,-16.1875,0.9,1,3.1,3.6
b'F',1828650,3,4.4,1576.692383,-36828.875,12.92,-0.45,-0.19,7.310452461,-0.157779559,0.823959887,46.375,-29.6875,-16.375,0.9,1,3.1,3.6
b'F',1828689,3,4.4,1575.927979,-36828.875,15.66,-0.55,0,12.55224037,0.841490984,0.841490984,45.6875,-31.375,-14,1.3,1.3,3.1,3.6
b'F',1828719,3,4.4,1575.522217,-37666.875,15.77,1.7,-0.89,13.69175911,0.841490984,-0.298028052,46,-33,-11.375,1,1,3.1,3.6
b'F',1828752,3,4.4,1574.833496,-37666.875,8.72,0.91,-1.37,10.658885,0.298028052,-0.80642885,43.375,-29.1875,-4.5,1,1,3.1,3.6
b'F',1828794,3,4.4,1573.819092,-37666.875,8.54,-0.13,-1.8,7.626011848,0.578525007,-0.999270499,42.25,-26.4375,-2.8125,1,1,3.1,3.6
b'F',1828828,3,4.4,1573.352051,-37857.875,3.75,-0.55,-0.32,6.311182022,0.315559119,-1.016801596,41.125,-24,-1.5,1.3,1.3,3.1,3.6
b'S',32,55,39.92523193,78,106,53,51.56272888,87,4.87,359.81,0.82,1.4,b'RMC',88.16918945,1828823,33,,
b'F',1828862,3,4.4,1572.568848,-37857.875,8.99,-0.67,-1.17,6.486492634,-0.385683358,-1.139518976,41.8125,-23.125,-1.25,0.9,1,3.1,3.6
b'F',1828904,3,4.4,1571.709961,-37857.875,14.52,-2.28,-3.07,10.88678932,-1.472609162,-2.454348564,42.9375,-17.5625,-6.375,1,1,3.1,3.6
b'S',32,55,39.92523193,78,106,53,51.56272888,87,4.87,359.81,0.82,1.4,b'VTG',88.16918945,1828823,110,,
b'F',1828935,3,4.4,1571.238281,-37585.875,13.15,-2.14,-2.55,12.07890129,-1.840761423,-2.401755333,45,-10.4375,-11.875,1.3,1.3,3.1,3.6
b'F',1828974,3,4.4,1570.379639,-37585.875,9.04,-1.08,-2.16,9.817394257,-1.104456902,-2.086196423,48.875,-2.6875,-22.5,1,1,3.1,3.6
b'F',1829016,3,4.4,1569.738037,-39570.875,2.92,-0.15,-0.47,5.382035732,-0.210372746,-1.244705319,51.6875,-0.5,-25.375,1,1,3.1,3.6
b'F',1829051,3,4.4,1569.034912,-39570.875,5.06,-0.55,-1.89,5.154131889,-0.280496985,-1.192112207,52.75,-0.8125,-25.8125,1,1,3.1,3.6
b'F',1829093,3,4.4,1568.332031,-39570.875,8.66,0.8,-2.73,5.680063725,0.087655306,-1.560264468,54,1.9375,-26.9375,1.3,1.3,3.1,3.6
b'F',1829128,3,4.4,1567.709229,-38306.875,18.44,2.03,-5.69,12.65742683,1.17458117,-2.086196423,52.8125,9.875,-21.9375,1,1,3.1,3.6
b'F',1829194,3,4.4,1566.378662,-38306.875,14.12,3.52,-4.91,12.97298527,1.998540998,-3.10299778,45.0625,29.3125,-8.9375,1.2,1.3,3.1,3.6
b'F',1829238,3,4.4,1565.595459,-40389.875,6.9,0.57,-1.29,6.994893551,0.771366715,-1.332360625,41.5,35.5625,-3.875,1,1,3.1,3.6
b'F',1829272,3,4.4,1564.817139,-40389.875,4.72,0.21,-0.72,6.170933723,0.648649275,-0.841490984,39.875,37.875,-4.0625,1,1,3.1,3.6
b'F',1829304,3,4.4,1564.114014,-37490.875,5.59,0.05,-0.03,5.189194202,0.666180313,-0.227903798,39.875,38.0625,-4.4375,1,1,3.1,3.6
b'F',1829345,3,4.4,1563.335693,-37490.875,10.77,0.3,-0.09,8.081819534,-0.017531062,0.140248492,42.0625,36.8125,-6.25,1.3,1.3,3.1,3.6
b'F',1829378,3,4.4,1562.632568,-37490.875,8.99,-0.67,0.4,9.063558578,-0.420745492,1.016801596,43.75,34.375,-8.25,0.9,1,3.1,3.6
b'F',1829411,3,4.4,1561.929688,-36836.875,11.77,-1.48,0.61,9.484304428,-0.578525007,1.402484894,48.5,30.4375,-13.125,1,1,3.1,3.6
b'F',1829450,3,4.4,1561.146484,-36836.875,5.57,0,0.24,7.0650177,-0.911615193,1.349891782,54.5625,24.5,-18.625,1.3,1.3,3.1,3.6
b'S',32,55,39.92523193,78,106,53,51.56272888,87,4.87,359.81,0.82,1.4,b'GLL',88.16918945,1829448,30,,
b'F',1829479,3,4.4,1560.679443,-36836.875,3.94,0,0.07,5.031414509,-0.122717433,1.016801596,56.1875,21.3125,-20.5,1,1,3.1,3.6
b'F',1829511,3,4.4,1559.976318,-39154.875,5.04,0.7,0.59,5.031414509,0,1.139518976,57,18.6875,-21.5,1,1,3.1,3.6
b'F',1829548,3,4.4,1559.273438,-39154.875,7.26,0.21,0.17,6.100809574,0.192841679,1.139518976,60.375,13.5625,-22.6875,1,1,3.1,3.6
b'F',1829576,3,4.4,1558.730957,-39154.875,7.92,0.89,0.01,6.714396477,0.525931835,0.894084156,59.375,12,-21.9375,1.3,1.3,3.1,3.6
b'F',1829606,3,4.4,1557.867432,-40065.875,12.56,1.8,0.13,9.133683205,1.297298551,1.104456902,58.0625,9.75,-18.625,1,1,3.1,3.6
b'F',1829643,3,4.4,1557.088867,-40065.875,9.67,1.29,0.01,9.554428101,1.630388737,1.104456902,56.125,6.6875,-14.75,1,1,3.1,3.6
b'F',1829673,3,4.4,1556.541748,-40065.875,9.46,2.16,-0.7,9.168745041,1.700513005,0.490869731,54.1875,5.75,-11.9375,1,1,3.1,3.6
b'F',1829703,3,4.4,1555.763184,-43073.875,6.29,1.54,0.01,7.100080013,1.770637274,0.070124246,51.4375,6.1875,-8.4375,1.3,1.3,3.1,3.6
b'F',1829745,3,4.4,1554.97998,-43073.875,4.99,1.42,-0.19,5.592408657,1.507671237,0.175310612,47.875,6.875,-4.6875,1,1,3.1,3.6
b'F',1829779,3,4.4,1554.20166,-43528.875,9.55,2.67,-0.22,6.153402805,1.525202394,0.455807596,45.25,7,-1.625,1,1,3.1,3.6
b'F',1829815,3,4.4,1553.498535,-43528.875,15.87,2.61,-0.63,11.11469269,2.471879721,0.718773544,40.4375,7.8125,4.8125,1,1,3.1,3.6
b'F',1829855,3,4.4,1552.800293,-43528.875,16.79,2.37,0.03,15.07671261,2.033603191,1.279767513,37.5625,4.5625,11.8125,1.3,1.3,3.1,3.6
b'F',1829892,3,4.4,1552.097412,-44498.875,10.75,2.63,0.19,14.28781509,2.331631184,1.805699348,34.625,-0.4375,19.6875,1,1,3.1,3.6
b'F',1829931,3,4.4,1551.314209,-44498.875,5.57,0.3,-0.38,7.503294468,1.192112207,0.666180313,31.125,-1.4375,23.75,1,1,3.1,3.6
b'F',1829968,3,4.4,1550.304443,-42136.875,3.43,0.3,-0.03,4.926228523,0.911615193,0.403214425,29.6875,-1,24.9375,1.3,1.3,3.1,3.6
b'F',1830003,3,4.4,1549.832764,-42136.875,8.02,2.3,0.38,6.802052021,1.647919774,0.701242447,28.0625,-2.3125,26.9375,1,1,3.1,3.6
b'F',1830046,3,4.4,1548.97876,-42136.875,13.74,2.55,-0.96,10.5186367,2.366693258,-0.035062123,20.625,-3.6875,37.25,1,1,3.1,3.6
b'F',1830081,3,4.4,1548.275635,-41213.875,13.84,1.82,-1.72,11.71074867,2.577065945,-0.631118238,15,-0.25,43.5625,1.3,1,3.1,3.6
b'F',1830116,3,4.4,1547.572754,-41213.875,16.05,2.65,-1.63,14.34040833,2.454348564,-1.034332633,7.5,3.625,51.875,1.3,1.3,3.1,3.6
b'F',1830159,3,4.4,1546.874512,-42128.875,5.23,0.19,0.07,8.695406914,0.701242447,0.841490984,3.625,3.875,57.1875,1,1,3.1,3.6
b'F',1830194,3,4.4,1546.171387,-42128.875,4.41,-0.05,-0.34,5.382035732,-0.157779559,1.086925864,3.4375,3.75,57.375,1,1,3.1,3.6
b'F',1830228,3,4.4,1545.468506,-42128.875,6.93,-0.98,0.34,5.8203125,-0.859022021,1.420015931,4.625,2.9375,56.75,1.2,1.3,3.1,3.6
b'F',1830269,3,4.4,1544.845703,-37606.875,14.27,-2.86,0.74,10.04529858,-2.016072035,2.243975878,7.375,0.5625,51.75,1,1,3.1,3.6
b'F',1830301,3,4.4,1544.142822,-37606.875,13.33,-3.11,1.76,11.02703762,-2.471879721,2.524472952,14.0625,-4.75,44.4375,1,1,3.1,3.6
b'F',1830334,3,4.4,1543.44458,-37606.875,15.39,-4.24,3.77,12.78014374,-3.628929853,3.330901623,23.375,-13.5625,34.1875,1,1,3.1,3.6
b'F',1830375,3,4.4,1542.821777,-41721.875,5.89,-1.46,-0.03,8.572689056,-2.524472952,1.157050014,33.4375,-20.0625,24.3125,1.3,1.3,3.1,3.6
b'F',1830406,3,4.4,1542.038574,-41721.875,6.45,-2.43,0.07,6.100809574,-2.068665266,0.262965918,35.75,-19.875,20.4375,0.9,1,3.1,3.6
b'F',1830436,3,4.4,1541.571533,-41721.875,4.8,-1.29,-0.09,5.382035732,-1.682981968,0.438276529,36.125,-20.375,16.9375,0.9,1,3.1,3.6
b'F',1830476,3,4.4,1540.94873,-42634.875,11.08,-2.3,-1.06,8.099349976,-1.85829258,0.315559119,38.9375,-20.0625,14,1.3,1.3,3.1,3.6
b'F',1830504,3,4.4,1540.325928,-42634.875,16.83,-3.68,-1.35,10.99197578,-2.682252407,0,42,-18.0625,7.3125,1.3,1.3,3.1,3.6
b'F',1830534,3,4.38,1539.920166,-42634.875,12.77,-3.07,-2.52,12.85026836,-3.96201992,-1.157050014,49.25,-13.9375,-3.5625,1,1,3.1,3.6
b'F',1830571,3,4.38,1539.297363,-43204.875,10.99,-2.88,-1.85,10.3783884,-3.506212234,-1.630388737,54,-5.3125,-16.4375,1,1,3.1,3.6
b'F',1830603,3,4.38,1538.674561,-43204.875,6.5,-1.54,-0.22,8.660344124,-2.945218325,-0.981739461,51.8125,-2.875,-23.5625,1.3,1.3,3.1,3.6
b'F',1830632,3,4.38,1538.127197,-43204.875,6.82,-2.05,-0.4,6.381306171,-2.016072035,-0.070124246,50.25,-3.25,-26.3125,1.3,1.3,3.1,3.6
b'F',1830671,3,4.38,1537.348877,-42758.875,5.48,-2.39,-0.15,5.329442501,-1.85829258,0.070124246,49.625,-3.25,-31.625,0.9,1,3.1,3.6
b'F',1830704,3,4.38,1536.645752,-42758.875,12.26,-3.6,0.65,6.696865559,-2.068665266,0.368152291,47.6875,-5.25,-36.8125,0.9,1,3.1,3.6
b'F',1830746,3,4.38,1535.63623,-41308.875,9.47,-2.76,0.89,9.607021332,-3.313370705,1.647919774,47.125,-12.125,-49.3125,1.3,1.3,3.1,3.6
b'F',1830781,3,4.38,1535.093506,-41308.875,9.04,-2.52,1.63,8.695406914,-1.647919774,1.595326543,45.125,-19.875,-57.6875,1,1,3.1,3.6
b'F',1830814,3,4.38,1534.390625,-41308.875,3.91,-0.49,0.26,5.62747097,-1.069394708,0.946677327,44.5625,-24.9375,-60.25,1,1,3.1,3.6
b'F',1830856,3,4.38,1533.456543,-40478.875,4.06,-0.22,-0.01,4.593138218,-0.543462932,0.701242447,44.125,-28.75,-61.0625,1,1,3.1,3.6
b'F',1830886,3,4.38,1532.913818,-40478.875,7.01,-0.03,0,5.311911583,-0.210372746,0.578525007,42.75,-31.375,-60.6875,1.3,1.3,3.1,3.6
b'F',1830924,3,4.38,1532.210938,-40478.875,9.99,1.84,-0.96,7.643542767,0.666180313,0.087655306,39.3125,-34.4375,-57.9375,1,1,3.1,3.6
b'F',1830967,3,4.38,1531.276855,-40227.875,16.18,2.39,-1.15,11.97371483,1.192112207,-0.596056104,30.75,-32.375,-51.25,1,1,3.1,3.6
b'F',1831002,3,4.38,1530.654053,-40227.875,9.21,1.63,-2.41,11.58803177,2.314100027,-1.788168311,17.3125,-27.5,-40.5,1.3,1.3,3.1,3.6
b'F',1831036,3,4.38,1529.955811,-45377.875,6.35,1.87,-1.8,7.468232155,1.227174282,-1.577795506,11.8125,-23.25,-36.875,1,1,3.1,3.6
b'F',1831079,3,4.38,1529.252686,-45377.875,4.24,1.35,-1.15,5.294380665,1.384953856,-1.139518976,5.5,-19.625,-33.5625,1,1,3.1,3.6
b'F',1831112,3,4.38,1528.554443,-45377.875,7.96,2.73,-2.73,5.259318352,1.507671237,-1.262236476,-1.125,-16.375,-30.125,1,1,3.1,3.6
b'F',1831147,3,4.38,1527.931641,-46612.875,16.85,5.07,-5.09,10.658885,2.734845638,-2.822500944,-9.625,-9.8125,-23.125,1.2,1.3,3.1,3.6
b'F',1831191,3,4.38,1527.22876,-46612.875,16.81,5.36,-4.49,14.48065662,3.926957846,-2.577065945,-23.8125,0.5,-7.1875,1,1,3.1,3.6
b'F',1831222,3,4.38,1526.530518,-48748.875,16.51,5.52,-3.66,14.41053295,4.452889442,-2.384224415,-36.125,9.125,10.125,1,1,3.1,3.6
b'F',1831254,3,4.38,1525.832275,-48748.875,5.59,2.24,-1.04,8.029226303,2.734845638,-1.069394708,-42.75,12.1875,18.75,1.2,1.3,3.1,3.6
b'F',1831296,3,4.38,1525.12915,-48748.875,4.76,1.95,-1.04,5.259318352,1.998540998,-1.157050014,-46.4375,13.75,24.1875,1,1,3.1,3.6
b'F',1831327,3,4.38,1524.492188,-46109.875,5.02,1.31,-0.72,4.943759441,1.682981968,-0.859022021,-47.75,13.5,26.9375,1,1,3.1,3.6
b'F',1831360,3,4.38,1523.633545,-46109.875,10.33,2.59,-2.47,8.53762722,1.542733431,-1.718044043,-49.4375,14.5625,29.125,1,1,3.1,3.6
b'F',1831396,3,4.38,1523.171143,-46109.875,14.32,3.56,-3.46,11.79840469,2.261507034,-2.436817646,-58.375,21.3125,39.375,1.3,1.3,3.1,3.6
b'F',1831430,3,4.38,1522.392822,-43430.875,12.81,2.55,-3.73,11.62309361,2.138789415,-2.945218325,-65.1875,27.125,47.5625,1,1,3.1,3.6
b'F',1831466,3,4.38,1521.689697,-43430.875,10.56,1.06,-2.26,11.02703762,1.630388737,-2.34916234,-74.625,34.6875,55.9375,1,1,3.1,3.6
b'F',1831496,3,4.38,1521.147217,-43430.875,7.94,0.74,-0.96,8.116881371,0.701242447,-0.946677327,-77.1875,36.4375,58.6875,1,1,3.1,3.6
b'F',1831524,3,4.38,1520.368652,-41993.875,5.59,-0.26,0.01,6.714396477,0.280496985,-0.192841679,-77.6875,34.6875,60.5625,1.3,1.3,3.1,3.6
b'F',1831561,3,4.38,1519.514648,-41993.875,5.87,-0.55,-0.09,5.943029881,-0.350621223,0.087655306,-76.125,32,60.1875,1,1,3.1,3.6
b'F',1831589,3,4.38,1518.89209,-41993.875,9.76,-0.49,0.03,7.0650177,-0.438276529,0.403214425,-73.75,28.875,58.9375,1,1,3.1,3.6
b'F',1831618,3,4.38,1518.038086,-37957.875,12.81,-2.43,0.53,10.30826378,-1.4901402,1.682981968,-71.0625,24.9375,56.625,1,1,3.1,3.6
b'F',1831657,3,4.38,1517.259521,-37957.875,14.92,-4.08,1.48,11.29000378,-2.296569109,2.191382647,-63.0625,16,46.3125,1.2,1.3,3.1,3.6
b'F',1831686,3,4.38,1516.79248,-37957.875,6.97,-2.07,0.72,9.607021332,-1.963478923,2.016072035,-57.375,10.375,38.125,0.9,1,3.1,3.6
b'F',1831716,3,4.38,1516.018799,-41097.875,5.25,-1.87,0.38,7.152673244,-1.840761423,1.73557508,-53.9375,7.3125,34.5,0.9,1,3.1,3.6
b'F',1831757,3,4.38,1515.178955,-41097.875,5.15,-1.61,0.36,5.364504814,-1.472609162,1.420015931,-49.875,4.0625,30.0625,0.9,1,3.1,3.6
b'F',1831791,3,4.38,1514.46167,-41097.875,4.76,-1.42,-0.09,5.048945904,-1.4901402,0.981739461,-47,2.75,26.9375,1.3,1.3,3.1,3.6
b'F',1831826,3,4.38,1513.763428,-43873.875,12.44,-3.22,-0.11,8.818123817,-2.331631184,0.420745492,-43.1875,2.4375,20.5,1,1,3.1,3.6
b'S',32,55,40.34751892,78,106,53,51.56936646,87,4.17,0.56,0.85,1.43,b'RMC',88.16918945,1831821,40,,
b'F',1831866,3,4.38,1513.065186,-43873.875,15.87,-4.3,0.45,12.58730221,-3.576336622,0.560993969,-37.0625,1.5625,7.8125,1,1,3.1,3.6
b'F',1831900,3,4.38,1512.442383,-44923.875,16.22,-4.49,-1.68,13.34113789,-3.401026011,-1.05186367,-30.9375,4.6875,-1.4375,1.1,1,3.1,3.6
b'S',32,55,40.34751892,78,106,53,51.56936646,87,4.17,0.56,0.85,1.43,b'VTG',88.16918945,1831821,108,,
b'F',1831931,3,4.38,1511.975342,-44923.875,7.36,-1.8,-0.22,11.27247238,-2.822500944,-0.823959887,-25.6875,7.3125,-8.0625,1.3,1.3,3.1,3.6
b'F',1831978,3,4.38,1510.96582,-44923.875,4.76,-1.29,0.13,6.854645252,-1.420015931,0.192841679,-21.25,7.5625,-12.125,1,1,3.1,3.6
b'F',1832042,3,4.38,1509.800293,-43492.875,8.04,-1.7,-0.09,7.345514774,-1.665450811,0.964208364,-15.9375,8.9375,-17.0625,1.3,1.3,3.1,3.6
b'F',1832077,3,4.38,1509.026611,-43492.875,9.86,-3.01,2.16,8.993434906,-2.068665266,2.577065945,-10.9375,2.875,-22.5625,0.9,1,3.1,3.6
b'F',1832120,3,4.38,1508.172607,-41468.875,11.71,-3.69,0.47,9.677145958,-2.559535027,2.261507034,-3.875,-4.1875,-31.3125,1,1,3.1,3.6
b'F',1832155,3,4.38,1507.394287,-41468.875,8.77,-2.14,0.94,9.817394257,-2.068665266,2.138789415,0.9375,-9.5625,-38.25,0.9,1,3.1,3.6
b'F',1832189,3,4.38,1506.615723,-43107.875,5.65,-0.44,0.57,6.907238483,-1.121987939,1.753106117,4.25,-15.0625,-41.1875,1.2,1.3,3.1,3.6
b'F',1832233,3,4.38,1505.842041,-43107.875,4.78,-0.78,-0.13,5.276849747,-0.788897753,0.876553059,7.875,-17.1875,-43.375,1,1,3.1,3.6
b'F',1832267,3,4.38,1505.063477,-43107.875,6,-0.51,-0.53,6.083278179,-0.666180313,-0.017531062,10.0625,-15.75,-44.625,1,1,3.1,3.6
b'F',1832307,3,4.38,1504.445557,-40558.875,13.55,-0.51,-0.03,10.41345024,-0.420745492,-0.052593186,13.125,-14.5,-46.0625,1.3,1.3,3.1,3.6
b'F',1832340,3,4.38,1503.666992,-40558.875,12.05,-0.47,-0.87,11.20234871,-0.070124246,-0.385683358,14.75,-13.0625,-46.3125,1,1,3.1,3.6
b'F',1832373,3,4.38,1502.96875,-40558.875,14.71,1.46,-3.05,11.57050037,0.280496985,-1.086925864,15.25,-8.375,-44.4375,1,1,3.1,3.6
b'F',1832412,3,4.38,1502.195068,-40482.875,5.57,0.4,-1.14,7.363045692,0.455807596,-0.823959887,15.375,-3.6875,-42.875,1,1,3.1,3.6
b'F',1832442,3,4.38,1501.727783,-40482.875,5.61,0.59,-0.24,6.363775253,0.368152291,-0.227903798,15.125,-2.4375,-41.5625,1.3,1.3,3.1,3.6
b'S',32,55,40.34751892,78,106,53,51.56936646,87,4.17,0.56,0.82,1.4,b'GLL',88.16918945,1832441,29,,
b'F',1832472,3,4.38,1500.949463,-41911.875,4.78,0.7,-0.36,5.662532806,0.613587141,-0.052593186,15.3125,-2.375,-40.1875,1,1,3.1,3.6
b'F',1832514,3,4.38,1500.251221,-41911.875,12.03,2.28,-0.53,8.046757698,1.209643245,-0.017531062,13.8125,-1.3125,-37.5625,1,1,3.1,3.6
b'F',1832543,3,4.38,1499.557617,-41911.875,15.93,3.39,-0.44,11.34259701,2.086196423,-0.210372746,10.4375,-2.0625,-30.8125,1.3,1.3,3.1,3.6
b'F',1832572,3,4.38,1499.076416,-44528.875,14.34,2.88,1.4,13.76188374,2.734845638,1.069394708,6.9375,-5,-23.1875,1,1,3.1,3.6
b'F',1832610,3,4.38,1498.373291,-44528.875,11.2,3.28,0.92,11.58803177,2.945218325,1.227174282,0.8125,-11.1875,-12.125,1,1,3.1,3.6
b'F',1832640,3,4.38,1497.599609,-44528.875,5.52,1.61,-0.07,8.467502594,2.138789415,0.788897753,-2.3125,-13,-7.75,1,1,3.1,3.6
b'F',1832669,3,4.38,1497.057129,-45941.875,5.44,1.7,0,5.697595119,1.823230386,0.403214425,-4.5,-12.875,-5.5,1.3,1.3,3.1,3.6
b'F',1832710,3,4.38,1496.047363,-45941.875,6.76,2.76,-0.67,6.241057873,2.208913803,-0.140248492,-9.1875,-13.375,-1,1,1,3.1,3.6
b'F',1832742,3,4.38,1495.580322,-45941.875,12.69,4.61,-1.58,8.292192459,3.050404787,-0.385683358,-16.1875,-12.375,6.3125,1,1,3.1,3.6
b'F',1832775,3,4.38,1494.88208,-43920.875,14.29,4.74,-2.63,11.44778347,4.15486145,-1.157050014,-27.0625,-9.25,18.25,1,1,3.1,3.6
b'F',1832819,3,4.38,1493.877197,-43920.875,15.71,6.52,-5.89,14.07744217,4.523014069,-2.717314482,-48.875,2.8125,41.0625,1.3,1.3,3.1,3.6
b'S',32,55,40.46699524,78,106,53,51.55563354,87,3.56,6.24,0.82,1.4,b'RMC',88.16918945,1832814,34,,
b'F',1832853,3,4.38,1493.409912,-43920.875,7.98,2.18,-0.42,9.817394257,2.804969788,-1.349891782,-58.3125,6.125,50.25,1,1,3.1,3.6
b'F',1832887,3,4.38,1492.71167,-45677.875,4.36,0.72,0.05,7.257859707,2.016072035,-0.876553059,-61.5625,4.5625,53.875,1,1,3.1,3.6
b'S',32,55,40.46699524,78,106,53,51.55563354,87,3.56,6.24,0.82,1.4,b'VTG',88.16918945,1832814,109,,
b'F',1832925,3,4.38,1491.937988,-45677.875,5.55,1.14,-0.85,5.119070053,0.964208364,-0.613587141,-63.125,2.1875,56.4375,1.3,1.3,3.1,3.6
b'F',1832962,3,4.38,1491.319824,-41103.875,17.7,-0.53,-0.01,9.97517395,0.192841679,-0.017531062,-63.4375,1.0625,56.75,1,1,3.1,3.6
b'F',1832996,3,4.38,1490.621582,-41103.875,11.77,-0.78,-0.07,12.13149452,-0.560993969,1.05186367,-60.875,-2.375,54.375,1,1,3.1,3.6
b'F',1833039,3,4.38,1489.692139,-41103.875,18.31,-2.22,0.07,14.90140247,-1.472609162,0.701242447,-55.9375,-7.0625,49.3125,1,1,3.1,3.6
b'F',1833073,3,4.38,1489.286377,-39779.875,7.73,-0.96,-1.99,10.15048504,-1.420015931,-1.17458117,-49.375,-10.8125,41.625,1.3,1.3,3.1,3.6
b'F',1833117,3,4.38,1488.220215,-39779.875,4.12,-1.12,-0.26,6.188464642,-0.859022021,-0.718773544,-48.4375,-8.5625,37.25,1,1,3.1,3.6
b'F',1833151,3,4.38,1487.521973,-39173.875,7.67,-0.78,-0.65,7.503294468,-1.121987939,-0.666180313,-47.6875,-9.4375,34.75,1,1,3.1,3.6
b'F',1833186,3,4.38,1486.89917,-39173.875,13.64,-1.6,-2.96,9.677145958,-1.437547088,-1.367422819,-45.875,-7.0625,32,1.2,1.3,3.1,3.6
b'F',1833230,3,4.38,1486.200928,-39173.875,12.11,-1.5,-3.54,11.640625,-1.682981968,-2.629659176,-43.875,2.8125,27.5625,1,1,3.1,3.6
b'F',1833262,3,4.38,1485.582764,-41450.875,7.86,-0.68,-3.41,10.32579517,-1.437547088,-2.629659176,-41.8125,13.375,23.5625,1,1,3.1,3.6
b'F',1833294,3,4.38,1484.884521,-41450.875,6.58,-1.15,-1,7.240328312,-1.157050014,0.473338664,-41,17.8125,22.5625,1,1,3.1,3.6
b'F',1833335,3,4.38,1484.190918,-41450.875,4.3,-1.42,-0.36,5.399567127,-1.367422819,0.210372746,-39.375,19.875,20.0625,1.3,1.3,3.1,3.6
b'F',1833366,3,4.38,1483.492676,-43168.875,5.11,-1.58,-0.01,5.066476822,-1.507671237,0.035062123,-37.8125,19.5,18,1,1,3.1,3.6
b'F',1833399,3,4.38,1483.025635,-43168.875,11.78,-3.96,-0.36,8.590220451,-2.857563019,0.438276529,-35.125,18,14.25,1,1,3.1,3.6
b'S',32,55,40.46699524,78,106,53,51.55563354,87,3.56,6.24,0.82,1.4,b'GLL',88.16918945,1833395,40,,
b'F',1833436,3,4.38,1482.327393,-43045.875,13.04,-4.14,-0.42,11.60556316,-4.242516994,0.035062123,-27.6875,17.4375,0.1875,1.3,1.3,3.1,3.6
b'F',1833471,3,4.38,1481.633789,-43045.875,16.05,-5.73,0.65,12.78014374,-4.452889442,0.368152291,-22.4375,16.75,-11.25,1,1,3.1,3.6
b'F',1833499,3,4.38,1480.860107,-43045.875,3.83,-1.31,0.21,8.695406914,-3.804240465,0.753835618,-15.3125,15.25,-24.875,1,1,3.1,3.6
b'F',1833536,3,4.38,1480.081543,-43643.875,5.23,-2.22,0,5.680063725,-1.893354654,0.420745492,-13.375,13.25,-29.875,1,1,3.1,3.6
b'F',1833564,3,4.38,1479.539063,-43643.875,7.34,-1.29,-0.38,5.943029881,-1.472609162,0.052593186,-11.375,12.625,-32.5,1.3,1.3,3.1,3.6
b'F',1833593,3,4.38,1479.001221,-43643.875,6.43,-0.45,-0.4,7.398108006,-0.596056104,-0.052593186,-10.1875,13.0625,-33.375,0.9,1,3.1,3.6
b'F',1833630,3,4.38,1478.147217,-41085.875,18.25,-0.65,0.8,10.92185116,-0.613587141,0.543462932,-8.5625,12.4375,-33.3125,1,1,3.1,3.6
b'F',1833661,3,4.38,1477.298096,-41085.875,14.61,0.47,-1.58,14.77868462,-0.578525007,0.070124246,-6.9375,11.3125,-33.8125,1,1,3.1,3.6
b'F',1833691,3,4.38,1476.755371,-41085.875,17.5,1,-1.31,14.88387108,0.175310612,-0.262965918,-7.4375,13,-31.8125,1.3,1.3,3.1,3.6
b'F',1833731,3,4.38,1475.67041,-40324.875,5.61,0.32,0,9.957642555,0.333090156,-0.105186373,-9.75,12.5625,-26.125,1,1,3.1,3.6
b'F',1833766,3,4.38,1474.896484,-40324.875,5.46,0.51,0.13,6.311182022,0.368152291,0.946677327,-10.75,11.6875,-23.5625,1,1,3.1,3.6
b'F',1833800,3,4.38,1474.354004,-40324.875,5.63,-0.26,0,5.504753113,-0.122717433,1.192112207,-10.5625,11.25,-22.375,1,1,3.1,3.6
